,Unnamed: 0,고유번호,건물식별번호,허가일자,사용승인일자,geometry,주소
67157,67157,4415012000100140002,10552,2000-03-24,2000-08-02,"POLYGON ((212817.99931848818 430544.1211351589, 212798.05848799096 430542.1918401199, 212798.05946260228 430543.8318285536, 212794.93848616257 430543.7217810221, 212794.23933551696 430553.7716992204, 212816.70913837716 430556.3420288751, 212817.99931848818 430544.1211351589))",충청남도 공주시 신관동 14-2
95447,95447,4418040021100650104,100209218,2013-08-16,2014-05-09,"POLYGON ((170230.48445125524 416682.4164563535, 170243.49739929632 416679.6696718113, 170243.02243653452 416677.418680939, 170243.51143457886 416677.3156890314, 170242.7474944635 416673.69570370624, 170238.93150970983 416674.5006405272, 170238.80751941868 416673.91364290426, 170234.111538161 416674.9055651478, 170234.235528449 416675.4925627719, 170229.24554836453 416676.5464801453, 170230.48445125524 416682.4164563535))",충청남도 보령시 성주면 성주리 65-104
127429,127429,4420031027102680000,16404,,,"POLYGON ((198188.98546252065 454775.2836982084, 198184.08562901872 454766.856684205, 198174.9156102566 454772.38050127984, 198180.25144163126 454780.73952254665, 198188.98546252065 454775.2836982084))",충청남도 아산시 송악면 유곡리 268
127629,127629,4420031031102180003,16747,,2005-09-27,"POLYGON ((196419.26686364054 456292.71205922833, 196413.92894202983 456290.1779951459, 196413.61393374432 456290.860985217, 196411.10797024154 456289.6909549871, 196407.22388032367 456297.3228383926, 196409.8198440498 456298.4358704393, 196409.5288336977 456299.2408599831, 196414.30576352563 456301.50991732115, 196419.26686364054 456292.71205922833))",충청남도 아산시 송악면 강장리 218-3
163586,163586,4421025022102730002,15641,,,"POLYGON ((147695.67239963784 485890.19648632145, 147690.39547073192 485888.2704208684, 147687.16234886364 485897.89929484884, 147692.43927776974 485899.82536030456, 147695.67239963784 485890.19648632145))",충청남도 서산시 대산읍 대로리 273-2
122415,122415,4420025028101310006,100255736,2013-09-13,2014-12-23,"POLYGON ((198940.43716527786 467807.63581116195, 198943.91013284717 467808.0668621464, 198943.69410734088 467809.80384581175, 198945.5800897301 467810.0378734999, 198945.38806715026 467811.5758590265, 198949.6560272738 467812.1069216713, 198951.22121237122 467799.5030401496, 198941.5953022662 467798.3078988404, 198940.43716527786 467807.63581116195))",충청남도 아산시 염치읍 곡교리 131-6
382244,382244,4481032024105470004,17413,,1997-08-01,"POLYGON ((187665.01379183197 445086.7434545881, 187669.50390567302 445077.2035936716, 187652.45313930235 445070.0843840088, 187647.81403207663 445079.26424527954, 187665.01379183197 445086.7434545881))",충청남도 예산군 신양면 녹문리 547-4
215923,215923,4423010400100130004,8451,1975-02-02,1975-04-28,"POLYGON ((207629.64867563374 400357.1183302812, 207623.9188604769 400347.5383085178, 207617.64884450182 400351.3781866967, 207623.31865991416 400360.9682074754, 207629.64867563374 400357.1183302812))",충청남도 논산시 부창동 13-4
371713,371713,4481037029102180005,100191107,2009-05-19,2009-11-04,"POLYGON ((171785.08769371614 458940.49847310793, 171785.1746931719 458940.4914744934, 171785.25869289113 458940.468475954, 171785.3376928648 458940.4314774467, 171785.4096930917 458940.3814789273, 171785.4706935668 458940.32048032293, 171785.52069429468 458940.2484816334, 171785.557695229 458940.16948279913, 171785.58069634304 458940.0854837878, 171785.58769762446 458939.9984845521, 171785.58069900802 458939.9114851034, 171785.55770047102 458939.827485387, 171785.52070195865 458939.7484854171, 171785.4707034205 458939.6774851903, 171785.4097048283 458939.6154847232, 171785.33770613512 458939.56548399944, 171785.25870729535 458939.5284830667, 171785.17470826185 458939.5064819469, 171785.08770903893 458939.4984806757, 171785.00070956966 458939.50647928147, 171784.916709861 458939.52847782575, 171784.83770988754 458939.56547633826, 171784.76670965605 458939.61547486903, 171784.7047091715 458939.677473451, 171784.65470845957 458939.7484721478, 171784.61770752707 458939.82747098315, 171784.59570640262 458939.91147001006, 171784.58770512987 458939.99846922816, 171784.5957037372 458940.0854686919, 171784.617702284 458940.16946839425, 171784.65470079618 458940.2484683645, 171784.70469931856 458940.3204685849, 171784.76669791795 458940.381469073, 171784.83769661782 458940.4314697853, 171784.91669545797 458940.46847071266, 171785.00069447476 458940.4914718267, 171785.08769371614 458940.49847310793))",충청남도 예산군 봉산면 효교리 218-5
165966,165966,4421039032100670006,19283,,,"POLYGON ((156205.0856739182 459385.71430651506, 156209.4265479836 459391.82632558775, 156223.37760422475 459381.13761965267, 156219.0017277388 459375.20259869064, 156205.0856739182 459385.71430651506))",충청남도 서산시 해미면 웅소성리 67-6
251957,251957,4427010100105830004,8040,,1984-03-30,"POLYGON ((166719.51668583966 477263.7553006403, 166730.33974945502 477254.22154125606, 166726.84183728602 477250.26551804034, 166719.23278741364 477257.302346287, 166715.84787129587 477253.5463232607, 166712.48085196406 477256.4822486396, 166719.51668583966 477263.7553006403))",충청남도 당진시 읍내동 583-4
328424,328424,4479033029102390000,100204552,2013-09-10,2016-02-18,"POLYGON ((192336.68225409888 427979.04531547986, 192347.08218008425 427979.0464745294, 192347.08326265475 427973.64651328186, 192336.68333666786 427973.6453542324, 192336.68225409888 427979.04531547986))",충청남도 청양군 정산면 마치리 239
357269,357269,4480025030105400006,17757,,,"POLYGON ((170499.30694036986 444292.43285729486, 170501.54806188148 444283.357959046, 170499.14208551313 444282.97392529785, 170498.17706445543 444284.82689680066, 170489.9921546124 444282.878786774, 170488.58605699215 444289.97771245823, 170499.30694036986 444292.43285729486))",충청남도 홍성군 홍성읍 고암리 540-6
183728,183728,4423039027102210000,100192479,2010-07-27,2010-12-27,"POLYGON ((223362.16675286135 392471.4890106596, 223361.41473776876 392472.7989903949, 223359.64076511553 392471.7799700141, 223358.8637495449 392473.1319490895, 223355.90779510903 392471.43391513336, 223353.7237513328 392475.2348563089, 223356.68070576186 392476.93289027846, 223356.38969991938 392477.4398824366, 223358.1636725755 392478.4589028127, 223358.4546784148 392477.9519106563, 223366.5655534042 392482.61000383203, 223369.23360692456 392477.9640757144, 223367.54463297414 392476.9930563184, 223367.83563881277 392476.48606415937, 223365.30067787133 392475.0310350338, 223366.05269296237 392473.7210552953, 223362.16675286135 392471.4890106596))",충청남도 논산시 양촌면 채광리 221
325467,325467,4477025330106070000,9592,,1994-12-19,"POLYGON ((173143.58527320926 387423.20653920725, 173138.4752414331 387427.7174318633, 173140.16517582303 387431.3474317139, 173140.84517648045 387430.9874443268, 173144.1950902041 387435.23746453435, 173145.21509193047 387434.64748379897, 173146.11507591294 387435.30749258364, 173150.19508091485 387433.07656875096, 173143.58527320926 387423.20653920725))",충청남도 서천군 서천읍 화금리 607
262688,262688,4471033025102830000,17366,,,"POLYGON ((250653.93612392282 385547.17507807293, 250650.9570713028 385551.7950021286, 250662.58688189634 385559.22413464036, 250669.13700010828 385548.9043026655, 250661.92711806056 385544.2642207366, 250660.3270845475 385547.08417776605, 250660.96706914486 385547.8141829904, 250659.2470426006 385550.2341407354, 250653.93612392282 385547.17507807293))",충청남도 금산군 부리면 양곡리 283
319103,319103,4477040022105080012,16719,,1987-11-01,"POLYGON ((163476.892505737 394636.3703744734, 163480.94260997185 394627.4214979361, 163467.6387854066 394621.89333982277, 163463.64067361396 394631.32721369696, 163476.892505737 394636.3703744734))",충청남도 서천군 비인면 성북리 508-12
415417,415417,4482525021103500003,2421,,2005-01-27,"POLYGON ((138029.4477153403 461738.3000610442, 138033.32947266143 461752.4120092406, 138042.21544650616 461749.57516527525, 138041.02051988075 461745.319180531, 138066.6244385288 461737.54262702004, 138067.89436119542 461742.0226111433, 138076.7793339335 461739.2597665861, 138075.5844050661 461735.1527806759, 138088.5023656551 461731.12100679154, 138085.4415367296 461721.3400371083, 138029.4477153403 461738.3000610442))",충청남도 태안군 태안읍 동문리 350-3
276988,276988,4471039028105470000,37405,,,"POLYGON ((245558.89101728547 403248.7082899973, 245555.78109283163 403245.1682649924, 245548.8010430163 403251.3081156019, 245551.9109673107 403254.8581405394, 245558.89101728547 403248.7082899973))",충청남도 금산군 추부면 신평리 547
170902,170902,4421040022103420000,27056,,,"POLYGON ((159274.06659929332 449889.78829579224, 159269.94271600997 449884.13327610743, 159264.1026898232 449888.7551525574, 159260.5107841546 449884.31313174963, 159256.53576100915 449887.8100449932, 159264.71555452587 449897.3760965434, 159274.06659929332 449889.78829579224))",충청남도 서산시 고북면 신송리 342
415476,415476,4482525021103640013,2492,1989-08-28,1989-12-19,"POLYGON ((137957.2517181836 461708.88420335134, 137948.67168589486 461715.44402283744, 137950.1916361514 461717.9640260418, 137955.74155515965 461720.4840899488, 137958.01149191987 461723.5141004632, 137962.55149091175 461721.2441865915, 137960.5315522161 461718.2141798462, 137961.54155191674 461717.71419896523, 137959.52161321865 461714.6841922164, 137960.28161109384 461714.4342056178, 137957.2517181836 461708.88420335134))",충청남도 태안군 태안읍 동문리 364-13
249580,249580,4427025341101740004,48205,,,"POLYGON ((175868.5779259716 482599.60941715474, 175866.74503270877 482593.6354349285, 175850.8910720888 482598.93914795, 175852.8689690953 482604.60013484757, 175868.5779259716 482599.60941715474))",충청남도 당진시 송악읍 석포리 174-4
96558,96558,4418010500100900006,100220074,2015-11-18,2016-03-16,"POLYGON ((165713.5307023936 415827.395843867, 165721.4017815682 415818.33802749845, 165722.30776325826 415819.12503537186, 165724.04178181884 415817.05507636804, 165718.06290265644 415811.8600244088, 165708.32280764743 415822.8707986091, 165713.5307023936 415827.395843867))",충청남도 보령시 명천동 90-6
116832,116832,4420040032104460001,100195550,,2006-05-04,"POLYGON ((193309.29659578978 460221.7087780089, 193301.93672371356 460216.9616991291, 193301.52771639993 460217.6276878314, 193295.19260303542 460227.94851281797, 193301.53849407085 460231.9555814682, 193302.3834795682 460232.4885906159, 193309.29659578978 460221.7087780089))",충청남도 아산시 도고면 석당리 446-1
562,562,4413134028101070007,100185684,2008-09-03,2009-01-06,"POLYGON ((222846.36356395297 459535.80841367564, 222838.86873082843 459528.62834760593, 222831.33266072618 459536.5151718216, 222838.60349487702 459543.73223409505, 222846.36356395297 459535.80841367564))",충청남도 천안시 동남구 성남면 대화리 107-7
2205,2205,4413131028103090000,100226252,2011-05-16,2011-08-26,"POLYGON ((210938.496207686 459746.4329081937, 210938.69620936498 459746.2329127897, 210938.49621394492 459746.0329111193, 210938.29621226824 459746.23290652724, 210938.496207686 459746.4329081937))",충청남도 천안시 동남구 풍세면 보성리 309
191286,191286,4423010900107410000,12829,2003-03-12,2003-05-20,"POLYGON ((209142.35874420905 398696.0087304496, 209133.44863071633 398707.408516916, 209141.42848945266 398713.138599466, 209145.57854628033 398707.5687006976, 209146.57853083234 398708.13871205255, 209150.84859035315 398702.33881668013, 209142.35874420905 398696.0087304496))",충청남도 논산시 내동 741
48958,48958,4413325036103080010,43262,,1983-09-23,"POLYGON ((211777.78820684543 484331.1167900411, 211777.4483008028 484325.33682809887, 211772.87833407527 484325.38675543125, 211773.53914376954 484337.1066778136, 211785.91905481048 484336.8968752343, 211785.54914646194 484331.27691161167, 211777.78820684543 484331.1167900411))",충청남도 천안시 서북구 성환읍 안궁리 308-10
208373,208373,4423038030103140000,38256,,,"POLYGON ((228168.01096166845 402222.4285630409, 228163.18005972702 402218.15851724346, 228155.29096919016 402227.43933314586, 228160.40086772767 402231.80938257417, 228168.01096166845 402222.4285630409))",충청남도 논산시 벌곡면 어곡리 314
15095,15095,4413132021102230002,30005,,,"POLYGON ((205522.21240334018 454178.6520581832, 205517.55752501337 454173.0040269661, 205503.83043420516 454185.22472391534, 205509.02230163425 454191.32276020735, 205522.21240334018 454178.6520581832))",충청남도 천안시 동남구 광덕면 광덕리 223-2
190701,190701,4423010700108960003,11981,,1995-10-19,"POLYGON ((210251.96842901103 400585.16876388097, 210263.0292660863 400590.93889330403, 210266.45834054705 400584.5389893361, 210265.55835427032 400584.03897901374, 210266.678383619 400581.61901263124, 210261.01846740613 400578.6389465893, 210261.48847902525 400577.66896038735, 210256.9885445845 400575.3689074107, 210251.96842901103 400585.16876388097))",충청남도 논산시 지산동 896-3
99978,99978,4418025021109600001,10470,2002-10-07,2003-06-24,"POLYGON ((164916.6545837841 403568.2781980585, 164920.70451111207 403571.2282373101, 164931.24464197928 403557.42849304294, 164927.2437160924 403554.3584553785, 164916.6545837841 403568.2781980585))",충청남도 보령시 웅천읍 대창리 960-1
301914,301914,4476043023102380004,30999,,1990-08-30,"POLYGON ((199310.38329628186 397060.10255085095, 199305.6233350634 397059.6824816242, 199306.2731432521 397072.0524065109, 199310.68313275557 397070.7624821833, 199310.38329628186 397060.10255085095))",충청남도 부여군 세도면 가회리 238-4
245153,245153,4427037030101080003,39652,2007-10-05,2008-01-18,"POLYGON ((183493.83146282716 467846.46148320264, 183489.9635971848 467839.65747477487, 183480.3465766286 467845.6462805898, 183484.16744626383 467852.2152900703, 183493.83146282716 467846.46148320264))",충청남도 당진시 우강면 대포리 108-3
39063,39063,4413325627101810024,100399966,2017-08-11,2019-12-18,"POLYGON ((211137.32539628696 477528.58861677424, 211145.6982829476 477531.84572451044, 211146.6883183336 477529.1367603376, 211148.38729598146 477529.7567825069, 211150.31236623303 477524.39785285556, 211148.65438835972 477523.7728313739, 211150.41145498515 477518.72289676947, 211141.86056520737 477515.74678413157, 211137.19340402822 477528.1596178959, 211137.32539628696 477528.58861677424))",충청남도 천안시 서북구 직산읍 상덕리 181-24
394296,394296,4481038022105390014,3764,,2005-01-17,"POLYGON ((172945.24100629907 463618.2168197132, 172950.3617456582 463632.66678862716, 172959.30172590597 463629.56694956543, 172954.0209866816 463615.1869776581, 172945.24100629907 463618.2168197132))",충청남도 예산군 고덕면 몽곡리 539-14
381331,381331,4481032031103180000,16095,,,"POLYGON ((186796.4992165826 443126.2235142593, 186790.00921686174 443129.28339222097, 186798.50988419674 443146.93339315313, 186804.84988546983 443143.8435131102, 186796.4992165826 443126.2235142593))",충청남도 예산군 신양면 죽천리 318
345456,345456,4480034024103580001,100190660,2009-11-17,2010-05-18,"POLYGON ((171002.0047698074 430879.70869847754, 170995.30799886858 430867.79168460413, 170990.4609958868 430870.3205926992, 170997.6467615978 430882.3476131619, 171002.0047698074 430879.70869847754))",충청남도 홍성군 장곡면 광성리 358-1
411329,411329,4482533027103390000,15945,,1994-02-04,"POLYGON ((126131.76614858155 457677.5324003578, 126128.40612474378 457680.88232382643, 126129.92609003336 457682.41233450547, 126127.48607276457 457684.84227895126, 126130.47600477819 457687.83230011456, 126127.22598172427 457691.07222609094, 126130.8958981235 457694.7522519877, 126139.94596228695 457685.7324580953, 126131.76614858155 457677.5324003578))",충청남도 태안군 근흥면 정죽리 339
88366,88366,4415010500101860007,5525,1979-10-20,1980-01-26,"POLYGON ((211144.65917061782 428918.7577309017, 211135.9342529584 428917.38160577964, 211134.66196352232 428936.6884498126, 211139.80992276888 428936.99352721847, 211144.65917061782 428918.7577309017))",충청남도 공주시 산성동 186-7
364761,364761,4480034021104580003,28306,,2000-10-24,"POLYGON ((172116.40515741325 433883.25150745054, 172105.01538363384 433873.81140421703, 172102.20535168322 433877.27133615804, 172102.7453265195 433878.67133404664, 172099.90530767338 433881.2812717871, 172100.5652828474 433882.60127208114, 172102.09524454654 433884.39128210756, 172102.3652406053 433884.52128524357, 172102.63522954064 433885.1212849248, 172103.44519391586 433887.08128278307, 172106.28515894082 433888.0213189253, 172107.9651116646 433890.3313274018, 172108.8751036598 433890.42134053534, 172109.57509870105 433890.41135122266, 172116.40515741325 433883.25150745054))",충청남도 홍성군 장곡면 도산리 458-3
347228,347228,4480025324105250000,100205747,2012-07-12,2013-02-04,"POLYGON ((168230.05752106875 434084.4011622041, 168221.85758112682 434084.4010381367, 168221.8575525791 434086.2880242009, 168219.15757215695 434086.3009832538, 168219.15757972095 434085.8009869461, 168215.5576060873 434085.8009324788, 168215.55752072926 434091.4428908125, 168221.85747371026 434091.5009857042, 168221.8574646324 434092.1009812724, 168230.05740457433 434092.1011053412, 168230.05752106875 434084.4011622041))",충청남도 홍성군 광천읍 가정리 525
377787,377787,4481025021103840026,10792,,,"POLYGON ((186183.47144822858 453160.1290291676, 186180.0114989573 453158.4899880365, 186178.39148084857 453160.43994860066, 186176.73151232928 453159.1899323114, 186176.11150025926 453160.26991473784, 186173.0015535054 453158.29988145776, 186170.45150219713 453162.84980839293, 186178.49235102182 453168.81988793943, 186183.47144822858 453160.1290291676))",충청남도 예산군 예산읍 예산리 384-26
398273,398273,4481025329100820004,9938,,1988-01-25,"POLYGON ((171899.8225865977 455288.5368101144, 171836.96291172435 455363.34828436165, 171843.34278109716 455368.76734115946, 171905.56246824368 455293.46686081204, 171899.8225865977 455288.5368101144))",충청남도 예산군 삽교읍 송산리 82-4
400517,400517,4482536022108900000,100188846,2010-05-03,2010-08-26,"POLYGON ((136903.87531078223 477303.1593618929, 136899.83838889035 477300.10732495994, 136897.8243652268 477302.7162736865, 136896.39039297123 477301.63226056664, 136892.7753490136 477306.41316775547, 136901.38018252706 477312.9182464817, 136907.3442550541 477305.03039960423, 136904.2373151739 477302.6813711798, 136903.87531078223 477303.1593618929))",충청남도 태안군 이원면 관리 890
82575,82575,4415038024102780002,37191,,2006-01-04,"POLYGON ((207656.7004245378 431782.8815578219, 207648.4921166719 431741.80572295113, 207619.42915409926 431752.644197094, 207607.1961410936 431759.06896251626, 207603.6488843578 431777.3137780776, 207602.96762428668 431794.4666456552, 207622.77056907455 431789.0049902991, 207656.7004245378 431782.8815578219))",충청남도 공주시 우성면 상서리 278-2
181710,181710,4423041027101860000,100180746,2007-11-14,2008-08-13,"POLYGON ((210396.96241254653 398293.0716019144, 210399.69446522044 398288.40767532564, 210399.186476716 398287.87867117743, 210403.24056287023 398280.43378367776, 210399.0336311311 398277.8187373271, 210398.14761538358 398279.2437141158, 210396.58563748252 398278.48569545866, 210397.39165954784 398276.68172002933, 210392.69273205826 398274.00566659134, 210388.85765525076 398280.7405622682, 210387.95466610132 398280.4285506217, 210384.92359573173 398286.3854638528, 210396.96241254653 398293.0716019144))",충청남도 논산시 은진면 와야리 186
16208,16208,4413111400103730020,33082,1986-08-22,1986-11-25,"POLYGON ((212172.08867055163 466924.7145411718, 212165.6987869936 466920.274473505, 212159.128673053 466930.58529431105, 212165.28856378418 466934.6753609418, 212171.67866867746 466925.0245324451, 212172.08867055163 466924.7145411718))",충청남도 천안시 동남구 다가동 373-20
73211,73211,4415032032100550001,21171,,,"POLYGON ((200018.51288582044 414847.25386768533, 200012.30298307407 414843.7137976732, 200005.16285239215 414855.52360579727, 200011.152756193 414859.09467223415, 200018.51288582044 414847.25386768533))",충청남도 공주시 탄천면 분강리 55-1
165576,165576,4421034021102500005,18656,2005-04-20,2005-06-10,"POLYGON ((149628.76277942632 473480.0649378163, 149626.8129425332 473470.35498417006, 149622.01296170574 473471.5449017056, 149624.25280030502 473480.99486180634, 149628.76277942632 473480.0649378163))",충청남도 서산시 지곡면 화천리 250-5
83476,83476,4415038032100200000,38466,,,"POLYGON ((211129.9391480176 433194.17424320057, 211128.10427425997 433186.85326674, 211124.64928440485 433187.76820675895, 211126.49916415894 433194.69518624595, 211129.9391480176 433194.17424320057))",충청남도 공주시 우성면 귀산리 20
78426,78426,4415036021101360000,30762,,1975-04-11,"POLYGON ((213952.8096233926 437041.0116937971, 213941.1737862508 437035.8065500915, 213938.27369995404 437042.68045618286, 213949.93453284955 437048.14759841375, 213952.8096233926 437041.0116937971))",충청남도 공주시 의당면 월곡리 136
289421,289421,4476033027101050000,14872,,1996-12-24,"POLYGON ((175396.5170355584 410470.26873738004, 175378.26331641286 410460.1825349657, 175370.62413881466 410475.59431008215, 175387.8938689856 410485.41049963504, 175396.5170355584 410470.26873738004))",충청남도 부여군 외산면 갈산리 105
339439,339439,4479025025105180005,3199,,,"POLYGON ((181542.5093144113 424964.841518441, 181536.71236143407 424964.47843305604, 181536.33223482157 424972.9983657686, 181546.71615598816 424973.29352127726, 181547.29225901837 424966.23458099295, 181542.46029422345 424966.1945079275, 181542.5093144113 424964.841518441))",충청남도 청양군 청양읍 적누리 518-5
395384,395384,4481033039101490002,5372,,2005-06-22,"POLYGON ((181035.16325955605 437823.80223673116, 181041.4031777091 437826.1923144429, 181042.82323575276 437821.71236895875, 181036.95331414166 437819.37229652476, 181035.16325955605 437823.80223673116))",충청남도 예산군 광시면 가덕리 149-2
1570,1570,4413131025103630002,100213370,2009-12-02,2010-09-06,"POLYGON ((209812.074730136 461769.3934467363, 209827.19480594507 461757.51877064677, 209828.21977731647 461758.8707767697, 209835.8628234697 461752.3679441736, 209831.50794301712 461746.75691718305, 209808.3878303701 461764.70542342664, 209812.074730136 461769.3934467363))",충청남도 천안시 동남구 풍세면 남관리 363-2
316998,316998,4477035033101920004,13992,,1999-12-18,"POLYGON ((182230.10649084055 392261.4874552713, 182226.6866166187 392254.6574514753, 182201.4865843443 392268.397978825, 182205.31644900618 392275.67798562895, 182230.10649084055 392261.4874552713))",충청남도 서천군 마산면 마명리 192-4
25254,25254,4413125033104030039,57323,1990-09-14,1991-03-22,"POLYGON ((217993.08887481695 463518.06505438325, 217993.3090005072 463509.9751169273, 217989.15903009323 463510.0050514051, 217989.02901231253 463511.1950406687, 217981.01907536463 463510.87491696654, 217980.7689709743 463517.6248637342, 217993.08887481695 463518.06505438325))",충청남도 천안시 동남구 목천읍 신계리 403-39
288695,288695,4476032033106510011,13894,,,"POLYGON ((184241.67607604 409251.76966752205, 184236.99612787832 409250.5096057595, 184234.40701467288 409259.20950514835, 184244.49690225386 409261.9696379922, 184245.6269595561 409257.64968560205, 184240.316015668 409256.3996142442, 184241.67607604 409251.76966752205))",충청남도 부여군 은산면 내지리 651-11
98257,98257,4418031024105580000,100238354,2018-05-09,2018-10-24,"POLYGON ((161720.52919014823 421722.3210299312, 161738.12289043108 421733.7872097522, 161751.2270967104 421713.6805535115, 161733.63339642016 421702.2143736873, 161720.52919014823 421722.3210299312))",충청남도 보령시 주포면 관산리 558
154565,154565,4421039034102290001,100206291,2013-06-03,2013-09-17,"POLYGON ((156941.2246630401 458820.5688299554, 156949.83565449194 458816.823989554, 156948.56070873508 458813.89299263875, 156950.11770720448 458813.21502150095, 156948.0857936514 458808.54402641475, 156944.78779693198 458809.9779652916, 156944.5488070936 458809.42896586563, 156940.42681118185 458811.2218894658, 156940.66580101845 458811.77088889165, 156936.26880537329 458813.6838073918, 156937.663746036 458816.8898040231, 156939.03774467975 458816.2918294939, 156939.6757175434 458817.7578279553, 156939.9497172846 458817.63783303974, 156941.2246630401 458820.5688299554))",충청남도 서산시 해미면 억대리 229-1
209800,209800,4423039031102500001,40312,,,"POLYGON ((219373.680187026 394956.408298042, 219379.94016460047 394955.1484023045, 219379.43020870088 394952.48841237795, 219373.30923035138 394953.7383103084, 219373.680187026 394956.408298042))",충청남도 논산시 양촌면 모촌리 250-1
169038,169038,4421010200102410010,24061,1999-06-15,1999-06-29,"POLYGON ((152067.66161655576 464432.3845214867, 152063.2216947332 464429.4844764642, 152061.2516717229 464431.99442708876, 152057.04474548125 464429.26738426817, 152054.29171318395 464432.78431519476, 152061.5215559738 464439.47437327204, 152067.66161655576 464432.3845214867))",충청남도 서산시 동문동 241-10
17599,17599,4413111200103010001,36868,2005-06-24,2007-12-27,"POLYGON ((215790.1515027757 467989.91060523316, 215763.0239197957 467975.991280437, 215757.8667906339 467986.5841213267, 215784.88837846232 468000.2444463584, 215790.1515027757 467989.91060523316))",충청남도 천안시 동남구 유량동 301-1
116215,116215,4420038024110120000,100186560,2007-09-21,2008-12-18,"POLYGON ((188788.16865423674 476103.492055952, 188768.95690449327 476096.7198081398, 188766.9718346147 476102.16673583613, 188786.22958210687 476109.0609834419, 188788.16865423674 476103.492055952))",충청남도 아산시 인주면 걸매리 1012
5229,5229,4413133026102850000,100290003,2015-03-18,2015-08-26,"POLYGON ((223582.36971462346 469516.9523932356, 223576.29973506986 469518.44428629085, 223577.19567095654 469522.0862738173, 223574.7186793142 469522.69423017977, 223577.0585117881 469532.21119756653, 223580.8454990345 469531.280264293, 223580.3675332405 469529.33727094426, 223585.12651719572 469528.1683547879, 223582.36971462346 469516.9523932356))",충청남도 천안시 동남구 북면 명덕리 285
60215,60215,4415011300104570000,100181554,2008-10-27,2008-11-18,"POLYGON ((207855.78649615645 424878.57448919665, 207847.2995946237 424876.03137641354, 207844.03644364982 424887.316246629, 207852.41434645234 424889.82635796623, 207855.78649615645 424878.57448919665))",충청남도 공주시 태봉동 457
420672,420672,4482525033102810025,6356,,1999-06-22,"POLYGON ((135448.40742828697 465213.6929372732, 135497.8321958751 465269.90824006684, 135507.88027708337 465259.3174747147, 135459.27046631253 465205.54616498126, 135448.40742828697 465213.6929372732))",충청남도 태안군 태안읍 삭선리 281-25
214009,214009,4423042026100850001,46293,,1995-11-20,"POLYGON ((204080.3823501109 395712.8470921078, 204063.71440858467 395716.4268146751, 204065.8172230672 395727.71276954585, 204082.8731672015 395723.78805522725, 204080.3823501109 395712.8470921078))",충청남도 논산시 채운면 삼거리 85-1
211782,211782,4423041022100170013,42923,,,"POLYGON ((208580.0485302161 396201.37815489515, 208584.80842598804 396206.11819510174, 208591.158486654 396199.3183379981, 208586.578572472 396195.7082928441, 208580.0485302161 396201.37815489515))",충청남도 논산시 은진면 방축리 17-13
340140,340140,4479025031100480000,4425,2006-10-10,2006-12-21,"POLYGON ((182927.94857643874 430476.09168891644, 182926.7963675542 430490.35356786556, 182931.8773250603 430490.74264242104, 182931.94233764382 430489.8856496298, 182946.89621253274 430491.0338690345, 182946.96122421612 430490.2358758131, 182956.93214078704 430491.00202210783, 182957.9503253152 430478.4031290472, 182927.94857643874 430476.09168891644))",충청남도 청양군 청양읍 학당리 48
36327,36327,4413325322104940028,100258106,2012-10-17,2013-12-05,"POLYGON ((218027.94042665625 474437.5923677775, 218022.8403507187 474444.76323414844, 218026.01929167105 474447.0242676777, 218027.93132016773 474444.3343177886, 218029.88728384237 474445.72533842176, 218028.55426398118 474447.6003034914, 218029.7762412838 474448.46931638103, 218029.02323006917 474449.52829664864, 218034.0761362157 474453.1223499496, 218035.93016384105 474450.51439853705, 218036.9081456831 474451.20940885606, 218040.32719660187 474446.40149844426, 218037.39425107816 474444.3154675063, 218037.91525885835 474443.5814811684, 218033.596339065 474440.5104356056, 218032.20531834863 474442.46639915596, 218030.24935467666 474441.0753785222, 218031.1193676265 474439.85240131675, 218027.94042665625 474437.5923677775))",충청남도 천안시 서북구 성거읍 천흥리 494-28
372711,372711,4481039027100190018,100202314,2011-05-25,2011-11-04,"POLYGON ((183032.8591646423 461696.926673993, 183064.64733940532 461670.24936515314, 183049.86172154365 461652.6312693377, 183018.0735467703 461679.3095781837, 183032.8591646423 461696.926673993))",충청남도 예산군 신암면 용궁리 19-18
336220,336220,4479037032104380000,19473,,2001-06-01,"POLYGON ((179214.27761732807 424462.5448289997, 179214.61363077423 424461.4988416557, 179217.3976011237 424462.1378792373, 179220.2067437316 424451.3999994716, 179209.6298635134 424448.50186010025, 179208.48079775512 424453.3838073764, 179206.6548180196 424452.9107831202, 179205.00471955538 424460.1877054825, 179208.7166838408 424460.7877574123, 179208.60067507738 424461.420751075, 179214.27761732807 424462.5448289997))",충청남도 청양군 남양면 봉암리 438
195092,195092,4423025324106200000,19202,,1985-06-05,"POLYGON ((210001.89154608452 392416.58844978723, 210004.988505092 392417.9194878865, 210005.66752455232 392416.3405088859, 210011.62244930648 392418.6645837339, 210015.06646878656 392415.8656550292, 210014.26360970814 392406.95170307497, 210008.56167662612 392405.06362913, 210005.59061439903 392410.4655474316, 210004.43663284995 392409.7605346483, 210002.36856599906 392415.06846731855, 210001.89154608452 392416.58844978723))",충청남도 논산시 연무읍 동산리 620
